id,activity_day,calories,activity_hour
1503960366,4/15/2016,75,21:00:00
1503960366,4/15/2016,151,22:00:00
1503960366,4/15/2016,182,23:00:00
1503960366,4/16/2016,77,0:00:00
1503960366,4/16/2016,48,1:00:00
1503960366,4/16/2016,52,2:00:00
1503960366,4/16/2016,48,3:00:00
1503960366,4/16/2016,49,4:00:00
1503960366,4/16/2016,49,5:00:00
1503960366,4/16/2016,48,6:00:00
1503960366,4/16/2016,54,7:00:00
1503960366,4/16/2016,62,8:00:00
1503960366,4/16/2016,124,9:00:00
1503960366,4/16/2016,110,10:00:00
1503960366,4/16/2016,147,11:00:00
1503960366,4/16/2016,119,12:00:00
1503960366,4/16/2016,214,13:00:00
1503960366,4/16/2016,82,14:00:00
1503960366,4/16/2016,51,15:00:00
1503960366,4/16/2016,54,16:00:00
1503960366,4/16/2016,79,17:00:00
1503960366,4/16/2016,65,18:00:00
1503960366,4/16/2016,67,19:00:00
1503960366,4/16/2016,81,20:00:00
1503960366,4/16/2016,75,21:00:00
1503960366,4/16/2016,55,22:00:00
1503960366,4/16/2016,56,23:00:00
1503960366,4/17/2016,47,0:00:00
1503960366,4/17/2016,48,1:00:00
1503960366,4/17/2016,47,2:00:00
1503960366,4/17/2016,49,3:00:00
1503960366,4/17/2016,48,4:00:00
1503960366,4/17/2016,48,5:00:00
1503960366,4/17/2016,48,6:00:00
1503960366,4/17/2016,48,7:00:00
1503960366,4/17/2016,48,8:00:00
1503960366,4/17/2016,48,9:00:00
1503960366,4/17/2016,47,10:00:00
1503960366,4/17/2016,63,11:00:00
1503960366,4/17/2016,76,12:00:00
1503960366,4/17/2016,83,13:00:00
1503960366,4/17/2016,69,14:00:00
1503960366,4/17/2016,73,15:00:00
1503960366,4/17/2016,57,16:00:00
1503960366,4/17/2016,174,17:00:00
1503960366,4/17/2016,136,18:00:00
1503960366,4/17/2016,95,19:00:00
1503960366,4/17/2016,191,20:00:00
1503960366,4/17/2016,79,21:00:00
1503960366,4/17/2016,58,22:00:00
1503960366,4/17/2016,50,23:00:00
1503960366,4/18/2016,82,0:00:00
1503960366,4/18/2016,48,1:00:00
1503960366,4/18/2016,47,2:00:00
1503960366,4/18/2016,47,3:00:00
1503960366,4/18/2016,47,4:00:00
1503960366,4/18/2016,47,5:00:00
1503960366,4/18/2016,47,6:00:00
1503960366,4/18/2016,47,7:00:00
1503960366,4/18/2016,47,8:00:00
1503960366,4/18/2016,133,9:00:00
1503960366,4/18/2016,81,10:00:00
1503960366,4/18/2016,73,11:00:00
1503960366,4/18/2016,118,12:00:00
1503960366,4/18/2016,70,13:00:00
1503960366,4/18/2016,64,14:00:00
1503960366,4/18/2016,80,15:00:00
1503960366,4/18/2016,78,16:00:00
1503960366,4/18/2016,79,17:00:00
1503960366,4/18/2016,234,18:00:00
1503960366,4/18/2016,157,19:00:00
1503960366,4/18/2016,57,20:00:00
1503960366,4/18/2016,68,21:00:00
1503960366,4/18/2016,86,22:00:00
1503960366,4/18/2016,83,23:00:00
1503960366,4/19/2016,47,0:00:00
1503960366,4/19/2016,49,1:00:00
1503960366,4/19/2016,47,2:00:00
1503960366,4/19/2016,50,3:00:00
1503960366,4/19/2016,47,4:00:00
1503960366,4/19/2016,47,5:00:00
1503960366,4/19/2016,49,6:00:00
1503960366,4/19/2016,75,7:00:00
1503960366,4/19/2016,130,8:00:00
1503960366,4/19/2016,79,9:00:00
1503960366,4/19/2016,75,10:00:00
1503960366,4/19/2016,72,11:00:00
1503960366,4/19/2016,143,12:00:00
1503960366,4/19/2016,171,13:00:00
1503960366,4/19/2016,76,14:00:00
1503960366,4/19/2016,72,15:00:00
1503960366,4/19/2016,71,16:00:00
1503960366,4/19/2016,90,17:00:00
1503960366,4/19/2016,120,18:00:00
1503960366,4/19/2016,93,19:00:00
1503960366,4/19/2016,159,20:00:00
1503960366,4/19/2016,94,21:00:00
1503960366,4/19/2016,58,22:00:00
1503960366,4/19/2016,120,23:00:00
1503960366,4/20/2016,54,0:00:00
1503960366,4/20/2016,53,1:00:00
1503960366,4/20/2016,47,2:00:00
1503960366,4/20/2016,48,3:00:00
1503960366,4/20/2016,48,4:00:00
1503960366,4/20/2016,47,5:00:00
1503960366,4/20/2016,48,6:00:00
1503960366,4/20/2016,51,7:00:00
1503960366,4/20/2016,70,8:00:00
1503960366,4/20/2016,144,9:00:00
1503960366,4/20/2016,79,10:00:00
1503960366,4/20/2016,58,11:00:00
1503960366,4/20/2016,64,12:00:00
1503960366,4/20/2016,61,13:00:00
1503960366,4/20/2016,113,14:00:00
1503960366,4/20/2016,97,15:00:00
1503960366,4/20/2016,70,16:00:00
1503960366,4/20/2016,57,17:00:00
1503960366,4/20/2016,114,18:00:00
1503960366,4/20/2016,117,19:00:00
1503960366,4/20/2016,80,20:00:00
1503960366,4/20/2016,83,21:00:00
1503960366,4/20/2016,62,22:00:00
1503960366,4/20/2016,120,23:00:00
1503960366,4/21/2016,54,0:00:00
1503960366,4/21/2016,61,1:00:00
1503960366,4/21/2016,55,2:00:00
1503960366,4/21/2016,48,3:00:00
1503960366,4/21/2016,47,4:00:00
1503960366,4/21/2016,47,5:00:00
1503960366,4/21/2016,48,6:00:00
1503960366,4/21/2016,52,7:00:00
1503960366,4/21/2016,71,8:00:00
1503960366,4/21/2016,133,9:00:00
1503960366,4/21/2016,77,10:00:00
1503960366,4/21/2016,55,11:00:00
1503960366,4/21/2016,73,12:00:00
1503960366,4/21/2016,113,13:00:00
1503960366,4/21/2016,58,14:00:00
1503960366,4/21/2016,68,15:00:00
1503960366,4/21/2016,60,16:00:00
1503960366,4/21/2016,60,17:00:00
1503960366,4/21/2016,69,18:00:00
1503960366,4/21/2016,64,19:00:00
1503960366,4/21/2016,213,20:00:00
1503960366,4/21/2016,104,21:00:00
1503960366,4/21/2016,63,22:00:00
1503960366,4/21/2016,84,23:00:00
1503960366,4/22/2016,47,0:00:00
1503960366,4/22/2016,47,1:00:00
1503960366,4/22/2016,47,2:00:00
1503960366,4/22/2016,47,3:00:00
1503960366,4/22/2016,47,4:00:00
1503960366,4/22/2016,47,5:00:00
1503960366,4/22/2016,47,6:00:00
1503960366,4/22/2016,47,7:00:00
1503960366,4/22/2016,47,8:00:00
1503960366,4/22/2016,65,9:00:00
1503960366,4/22/2016,54,10:00:00
1503960366,4/22/2016,102,11:00:00
1503960366,4/22/2016,57,12:00:00
1503960366,4/22/2016,60,13:00:00
1503960366,4/22/2016,54,14:00:00
1503960366,4/22/2016,66,15:00:00
1503960366,4/22/2016,58,16:00:00
1503960366,4/22/2016,104,17:00:00
1503960366,4/22/2016,87,18:00:00
1503960366,4/22/2016,82,19:00:00
1503960366,4/22/2016,71,20:00:00
1503960366,4/22/2016,311,21:00:00
1503960366,4/22/2016,95,22:00:00
1503960366,4/22/2016,136,23:00:00
1503960366,4/23/2016,63,0:00:00
1503960366,4/23/2016,47,1:00:00
1503960366,4/23/2016,49,2:00:00
1503960366,4/23/2016,47,3:00:00
1503960366,4/23/2016,47,4:00:00
1503960366,4/23/2016,48,5:00:00
1503960366,4/23/2016,50,6:00:00
1503960366,4/23/2016,48,7:00:00
1503960366,4/23/2016,59,8:00:00
1503960366,4/23/2016,75,9:00:00
1503960366,4/23/2016,56,10:00:00
1503960366,4/23/2016,84,11:00:00
1503960366,4/23/2016,129,12:00:00
1503960366,4/23/2016,129,13:00:00
1503960366,4/23/2016,78,14:00:00
1503960366,4/23/2016,73,15:00:00
1503960366,4/23/2016,140,16:00:00
1503960366,4/23/2016,121,17:00:00
1503960366,4/23/2016,173,18:00:00
1503960366,4/23/2016,51,19:00:00
1503960366,4/23/2016,63,20:00:00
1503960366,4/23/2016,162,21:00:00
1503960366,4/23/2016,96,22:00:00
1503960366,4/23/2016,60,23:00:00
1503960366,4/24/2016,66,0:00:00
1503960366,4/24/2016,54,1:00:00
1503960366,4/24/2016,48,2:00:00
1503960366,4/24/2016,48,3:00:00
1503960366,4/24/2016,49,4:00:00
1503960366,4/24/2016,48,5:00:00
1503960366,4/24/2016,49,6:00:00
1503960366,4/24/2016,47,7:00:00
1503960366,4/24/2016,49,8:00:00
1503960366,4/24/2016,59,9:00:00
1503960366,4/24/2016,90,10:00:00
1503960366,4/24/2016,67,11:00:00
1503960366,4/24/2016,82,12:00:00
1503960366,4/24/2016,74,13:00:00
1503960366,4/24/2016,52,14:00:00
1503960366,4/24/2016,52,15:00:00
1503960366,4/24/2016,102,16:00:00
1503960366,4/24/2016,86,17:00:00
1503960366,4/24/2016,115,18:00:00
1503960366,4/24/2016,270,19:00:00
1503960366,4/24/2016,76,20:00:00
1503960366,4/24/2016,74,21:00:00
1503960366,4/24/2016,61,22:00:00
1503960366,4/24/2016,72,23:00:00
1503960366,4/25/2016,62,0:00:00
1503960366,4/25/2016,53,1:00:00
1503960366,4/25/2016,57,2:00:00
1503960366,4/25/2016,47,3:00:00
1503960366,4/25/2016,50,4:00:00
1503960366,4/25/2016,49,5:00:00
1503960366,4/25/2016,47,6:00:00
1503960366,4/25/2016,52,7:00:00
1503960366,4/25/2016,83,8:00:00
1503960366,4/25/2016,146,9:00:00
1503960366,4/25/2016,73,10:00:00
1503960366,4/25/2016,121,11:00:00
1503960366,4/25/2016,92,12:00:00
1503960366,4/25/2016,75,13:00:00
1503960366,4/25/2016,62,14:00:00
1503960366,4/25/2016,76,15:00:00
1503960366,4/25/2016,71,16:00:00
1503960366,4/25/2016,67,17:00:00
1503960366,4/25/2016,61,18:00:00
1503960366,4/25/2016,182,19:00:00
1503960366,4/25/2016,95,20:00:00
1503960366,4/25/2016,267,21:00:00
1503960366,4/25/2016,68,22:00:00
1503960366,4/25/2016,54,23:00:00
1503960366,4/26/2016,56,0:00:00
1503960366,4/26/2016,66,1:00:00
1503960366,4/26/2016,51,2:00:00
1503960366,4/26/2016,64,3:00:00
1503960366,4/26/2016,48,4:00:00
1503960366,4/26/2016,49,5:00:00
1503960366,4/26/2016,48,6:00:00
1503960366,4/26/2016,52,7:00:00
1503960366,4/26/2016,67,8:00:00
1503960366,4/26/2016,139,9:00:00
1503960366,4/26/2016,92,10:00:00
1503960366,4/26/2016,78,11:00:00
1503960366,4/26/2016,74,12:00:00
1503960366,4/26/2016,126,13:00:00
1503960366,4/26/2016,142,14:00:00
1503960366,4/26/2016,74,15:00:00
1503960366,4/26/2016,93,16:00:00
1503960366,4/26/2016,60,17:00:00
1503960366,4/26/2016,169,18:00:00
1503960366,4/26/2016,73,19:00:00
1503960366,4/26/2016,127,20:00:00
1503960366,4/26/2016,79,21:00:00
1503960366,4/26/2016,66,22:00:00
1503960366,4/26/2016,80,23:00:00
1503960366,4/27/2016,68,0:00:00
1503960366,4/27/2016,59,1:00:00
1503960366,4/27/2016,53,2:00:00
1503960366,4/27/2016,47,3:00:00
1503960366,4/27/2016,47,4:00:00
1503960366,4/27/2016,47,5:00:00
1503960366,4/27/2016,47,6:00:00
1503960366,4/27/2016,47,7:00:00
1503960366,4/27/2016,47,8:00:00
1503960366,4/27/2016,149,9:00:00
1503960366,4/27/2016,93,10:00:00
1503960366,4/27/2016,100,11:00:00
1503960366,4/27/2016,89,12:00:00
1503960366,4/27/2016,76,13:00:00
1503960366,4/27/2016,150,14:00:00
1503960366,4/27/2016,63,15:00:00
1503960366,4/27/2016,64,16:00:00
1503960366,4/27/2016,73,17:00:00
1503960366,4/27/2016,178,18:00:00
1503960366,4/27/2016,318,19:00:00
1503960366,4/27/2016,174,20:00:00
1503960366,4/27/2016,76,21:00:00
1503960366,4/27/2016,47,22:00:00
1503960366,4/27/2016,47,23:00:00
1503960366,4/28/2016,47,0:00:00
1503960366,4/28/2016,62,1:00:00
1503960366,4/28/2016,48,2:00:00
1503960366,4/28/2016,47,3:00:00
1503960366,4/28/2016,48,4:00:00
1503960366,4/28/2016,47,5:00:00
1503960366,4/28/2016,48,6:00:00
1503960366,4/28/2016,49,7:00:00
1503960366,4/28/2016,63,8:00:00
1503960366,4/28/2016,116,9:00:00
1503960366,4/28/2016,105,10:00:00
1503960366,4/28/2016,73,11:00:00
1503960366,4/28/2016,78,12:00:00
1503960366,4/28/2016,108,13:00:00
1503960366,4/28/2016,124,14:00:00
1503960366,4/28/2016,61,15:00:00
1503960366,4/28/2016,81,16:00:00
1503960366,4/28/2016,72,17:00:00
1503960366,4/28/2016,138,18:00:00
1503960366,4/28/2016,56,19:00:00
1503960366,4/28/2016,151,20:00:00
1503960366,4/28/2016,103,21:00:00
1503960366,4/28/2016,55,22:00:00
1503960366,4/28/2016,121,23:00:00
1503960366,4/29/2016,65,0:00:00
1503960366,4/29/2016,49,1:00:00
1503960366,4/29/2016,54,2:00:00
1503960366,4/29/2016,47,3:00:00
1503960366,4/29/2016,47,4:00:00
1503960366,4/29/2016,48,5:00:00
1503960366,4/29/2016,47,6:00:00
1503960366,4/29/2016,52,7:00:00
1503960366,4/29/2016,67,8:00:00
1503960366,4/29/2016,142,9:00:00
1503960366,4/29/2016,60,10:00:00
1503960366,4/29/2016,60,11:00:00
1503960366,4/29/2016,65,12:00:00
1503960366,4/29/2016,62,13:00:00
1503960366,4/29/2016,136,14:00:00
1503960366,4/29/2016,110,15:00:00
1503960366,4/29/2016,73,16:00:00
1503960366,4/29/2016,75,17:00:00
1503960366,4/29/2016,60,18:00:00
1503960366,4/29/2016,71,19:00:00
1503960366,4/29/2016,80,20:00:00
1503960366,4/29/2016,118,21:00:00
1503960366,4/29/2016,111,22:00:00
1503960366,4/29/2016,140,23:00:00
1503960366,4/30/2016,51,0:00:00
1503960366,4/30/2016,57,1:00:00
1503960366,4/30/2016,47,2:00:00
1503960366,4/30/2016,49,3:00:00
1503960366,4/30/2016,47,4:00:00
1503960366,4/30/2016,48,5:00:00
1503960366,4/30/2016,48,6:00:00
1503960366,4/30/2016,48,7:00:00
1503960366,4/30/2016,52,8:00:00
1503960366,4/30/2016,64,9:00:00
1503960366,4/30/2016,72,10:00:00
1503960366,4/30/2016,62,11:00:00
1503960366,4/30/2016,58,12:00:00
1503960366,4/30/2016,65,13:00:00
1503960366,4/30/2016,85,14:00:00
1503960366,4/30/2016,94,15:00:00
1503960366,4/30/2016,203,16:00:00
1503960366,4/30/2016,160,17:00:00
1503960366,4/30/2016,159,18:00:00
1503960366,4/30/2016,60,19:00:00
1503960366,4/30/2016,62,20:00:00
1503960366,4/30/2016,96,21:00:00
1503960366,4/30/2016,144,22:00:00
1503960366,4/30/2016,116,23:00:00
1503960366,5/1/2016,64,0:00:00
1503960366,5/1/2016,60,1:00:00
1503960366,5/1/2016,50,2:00:00
1503960366,5/1/2016,48,3:00:00
1503960366,5/1/2016,47,4:00:00
1503960366,5/1/2016,48,5:00:00
1503960366,5/1/2016,47,6:00:00
1503960366,5/1/2016,52,7:00:00
1503960366,5/1/2016,56,8:00:00
1503960366,5/1/2016,67,9:00:00
1503960366,5/1/2016,61,10:00:00
1503960366,5/1/2016,65,11:00:00
1503960366,5/1/2016,66,12:00:00
1503960366,5/1/2016,57,13:00:00
1503960366,5/1/2016,91,14:00:00
1503960366,5/1/2016,81,15:00:00
1503960366,5/1/2016,97,16:00:00
1503960366,5/1/2016,108,17:00:00
1503960366,5/1/2016,159,18:00:00
1503960366,5/1/2016,71,19:00:00
1503960366,5/1/2016,59,20:00:00
1503960366,5/1/2016,86,21:00:00
1503960366,5/1/2016,127,22:00:00
1503960366,5/1/2016,161,23:00:00
1503960366,5/2/2016,50,0:00:00
1503960366,5/2/2016,59,1:00:00
1503960366,5/2/2016,47,2:00:00
1503960366,5/2/2016,49,3:00:00
1503960366,5/2/2016,47,4:00:00
1503960366,5/2/2016,47,5:00:00
1503960366,5/2/2016,47,6:00:00
1503960366,5/2/2016,51,7:00:00
1503960366,5/2/2016,68,8:00:00
1503960366,5/2/2016,142,9:00:00
1503960366,5/2/2016,82,10:00:00
1503960366,5/2/2016,78,11:00:00
1503960366,5/2/2016,153,12:00:00
1503960366,5/2/2016,107,13:00:00
1503960366,5/2/2016,75,14:00:00
1503960366,5/2/2016,76,15:00:00
1503960366,5/2/2016,88,16:00:00
1503960366,5/2/2016,73,17:00:00
1503960366,5/2/2016,68,18:00:00
1503960366,5/2/2016,73,19:00:00
1503960366,5/2/2016,231,20:00:00
1503960366,5/2/2016,119,21:00:00
1503960366,5/2/2016,106,22:00:00
1503960366,5/2/2016,80,23:00:00
1503960366,5/3/2016,54,0:00:00
1503960366,5/3/2016,58,1:00:00
1503960366,5/3/2016,49,2:00:00
1503960366,5/3/2016,57,3:00:00
1503960366,5/3/2016,47,4:00:00
1503960366,5/3/2016,47,5:00:00
1503960366,5/3/2016,50,6:00:00
1503960366,5/3/2016,51,7:00:00
1503960366,5/3/2016,64,8:00:00
1503960366,5/3/2016,114,9:00:00
1503960366,5/3/2016,99,10:00:00
1503960366,5/3/2016,74,11:00:00
1503960366,5/3/2016,81,12:00:00
1503960366,5/3/2016,83,13:00:00
1503960366,5/3/2016,88,14:00:00
1503960366,5/3/2016,136,15:00:00
1503960366,5/3/2016,103,16:00:00
1503960366,5/3/2016,89,17:00:00
1503960366,5/3/2016,191,18:00:00
1503960366,5/3/2016,58,19:00:00
1503960366,5/3/2016,50,20:00:00
1503960366,5/3/2016,109,21:00:00
1503960366,5/3/2016,163,22:00:00
1503960366,5/3/2016,77,23:00:00
1503960366,5/4/2016,79,0:00:00
1503960366,5/4/2016,53,1:00:00
1503960366,5/4/2016,47,2:00:00
1503960366,5/4/2016,47,3:00:00
1503960366,5/4/2016,47,4:00:00
1503960366,5/4/2016,47,5:00:00
1503960366,5/4/2016,47,6:00:00
1503960366,5/4/2016,47,7:00:00
1503960366,5/4/2016,53,8:00:00
1503960366,5/4/2016,125,9:00:00
1503960366,5/4/2016,87,10:00:00
1503960366,5/4/2016,65,11:00:00
1503960366,5/4/2016,75,12:00:00
1503960366,5/4/2016,76,13:00:00
1503960366,5/4/2016,152,14:00:00
1503960366,5/4/2016,65,15:00:00
1503960366,5/4/2016,64,16:00:00
1503960366,5/4/2016,71,17:00:00
1503960366,5/4/2016,145,18:00:00
1503960366,5/4/2016,78,19:00:00
1503960366,5/4/2016,124,20:00:00
1503960366,5/4/2016,110,21:00:00
1503960366,5/4/2016,63,22:00:00
1503960366,5/4/2016,52,23:00:00
1503960366,5/5/2016,56,0:00:00
1503960366,5/5/2016,58,1:00:00
1503960366,5/5/2016,52,2:00:00
1503960366,5/5/2016,47,3:00:00
1503960366,5/5/2016,53,4:00:00
1503960366,5/5/2016,47,5:00:00
1503960366,5/5/2016,49,6:00:00
1503960366,5/5/2016,51,7:00:00
1503960366,5/5/2016,61,8:00:00
1503960366,5/5/2016,131,9:00:00
1503960366,5/5/2016,78,10:00:00
1503960366,5/5/2016,59,11:00:00
1503960366,5/5/2016,75,12:00:00
1503960366,5/5/2016,110,13:00:00
1503960366,5/5/2016,75,14:00:00
1503960366,5/5/2016,72,15:00:00
1503960366,5/5/2016,102,16:00:00
1503960366,5/5/2016,154,17:00:00
1503960366,5/5/2016,95,18:00:00
1503960366,5/5/2016,82,19:00:00
1503960366,5/5/2016,79,20:00:00
1503960366,5/5/2016,219,21:00:00
1503960366,5/5/2016,95,22:00:00
1503960366,5/5/2016,60,23:00:00
1503960366,5/6/2016,68,0:00:00
1503960366,5/6/2016,51,1:00:00
1503960366,5/6/2016,57,2:00:00
1503960366,5/6/2016,47,3:00:00
1503960366,5/6/2016,48,4:00:00
1503960366,5/6/2016,47,5:00:00
1503960366,5/6/2016,48,6:00:00
1503960366,5/6/2016,51,7:00:00
1503960366,5/6/2016,63,8:00:00
1503960366,5/6/2016,134,9:00:00
1503960366,5/6/2016,85,10:00:00
1503960366,5/6/2016,65,11:00:00
1503960366,5/6/2016,72,12:00:00
1503960366,5/6/2016,66,13:00:00
1503960366,5/6/2016,83,14:00:00
1503960366,5/6/2016,104,15:00:00
1503960366,5/6/2016,78,16:00:00
1503960366,5/6/2016,73,17:00:00
1503960366,5/6/2016,127,18:00:00
1503960366,5/6/2016,172,19:00:00
1503960366,5/6/2016,73,20:00:00
1503960366,5/6/2016,83,21:00:00
1503960366,5/6/2016,78,22:00:00
1503960366,5/6/2016,124,23:00:00
1503960366,5/7/2016,65,0:00:00
1503960366,5/7/2016,48,1:00:00
1503960366,5/7/2016,50,2:00:00
1503960366,5/7/2016,47,3:00:00
1503960366,5/7/2016,48,4:00:00
1503960366,5/7/2016,47,5:00:00
1503960366,5/7/2016,47,6:00:00
1503960366,5/7/2016,47,7:00:00
1503960366,5/7/2016,61,8:00:00
1503960366,5/7/2016,59,9:00:00
1503960366,5/7/2016,133,10:00:00
1503960366,5/7/2016,164,11:00:00
1503960366,5/7/2016,62,12:00:00
1503960366,5/7/2016,55,13:00:00
1503960366,5/7/2016,64,14:00:00
1503960366,5/7/2016,65,15:00:00
1503960366,5/7/2016,68,16:00:00
1503960366,5/7/2016,64,17:00:00
1503960366,5/7/2016,71,18:00:00
1503960366,5/7/2016,91,19:00:00
1503960366,5/7/2016,59,20:00:00
1503960366,5/7/2016,140,21:00:00
1503960366,5/7/2016,209,22:00:00
1503960366,5/7/2016,55,23:00:00
1503960366,5/8/2016,62,0:00:00
1503960366,5/8/2016,48,1:00:00
1503960366,5/8/2016,47,2:00:00
1503960366,5/8/2016,47,3:00:00
1503960366,5/8/2016,48,4:00:00
1503960366,5/8/2016,47,5:00:00
1503960366,5/8/2016,48,6:00:00
1503960366,5/8/2016,47,7:00:00
1503960366,5/8/2016,47,8:00:00
1503960366,5/8/2016,47,9:00:00
1503960366,5/8/2016,47,10:00:00
1503960366,5/8/2016,47,11:00:00
1503960366,5/8/2016,85,12:00:00
1503960366,5/8/2016,65,13:00:00
1503960366,5/8/2016,98,14:00:00
1503960366,5/8/2016,68,15:00:00
1503960366,5/8/2016,58,16:00:00
1503960366,5/8/2016,69,17:00:00
1503960366,5/8/2016,261,18:00:00
1503960366,5/8/2016,107,19:00:00
1503960366,5/8/2016,88,20:00:00
1503960366,5/8/2016,101,21:00:00
1503960366,5/8/2016,92,22:00:00
1503960366,5/8/2016,66,23:00:00
1503960366,5/9/2016,60,0:00:00
1503960366,5/9/2016,47,1:00:00
1503960366,5/9/2016,47,2:00:00
1503960366,5/9/2016,47,3:00:00
1503960366,5/9/2016,47,4:00:00
1503960366,5/9/2016,49,5:00:00
1503960366,5/9/2016,81,6:00:00
1503960366,5/9/2016,63,7:00:00
1503960366,5/9/2016,58,8:00:00
1503960366,5/9/2016,58,9:00:00
1503960366,5/9/2016,69,10:00:00
1503960366,5/9/2016,74,11:00:00
1503960366,5/9/2016,79,12:00:00
1503960366,5/9/2016,52,13:00:00
1503960366,5/9/2016,51,14:00:00
1503960366,5/9/2016,53,15:00:00
1503960366,5/9/2016,176,16:00:00
1503960366,5/9/2016,125,17:00:00
1503960366,5/9/2016,90,18:00:00
1503960366,5/9/2016,115,19:00:00
1503960366,5/9/2016,117,20:00:00
1503960366,5/9/2016,168,21:00:00
1503960366,5/9/2016,47,22:00:00
1503960366,5/9/2016,47,23:00:00
1503960366,5/10/2016,47,0:00:00
1503960366,5/10/2016,58,1:00:00
1503960366,5/10/2016,47,2:00:00
1503960366,5/10/2016,47,3:00:00
1503960366,5/10/2016,47,4:00:00
1503960366,5/10/2016,47,5:00:00
1503960366,5/10/2016,47,6:00:00
1503960366,5/10/2016,53,7:00:00
1503960366,5/10/2016,67,8:00:00
1503960366,5/10/2016,118,9:00:00
1503960366,5/10/2016,76,10:00:00
1503960366,5/10/2016,102,11:00:00
1503960366,5/10/2016,63,12:00:00
1503960366,5/10/2016,73,13:00:00
1503960366,5/10/2016,66,14:00:00
1503960366,5/10/2016,101,15:00:00
1503960366,5/10/2016,83,16:00:00
1503960366,5/10/2016,88,17:00:00
1503960366,5/10/2016,160,18:00:00
1503960366,5/10/2016,127,19:00:00
1503960366,5/10/2016,164,20:00:00
1503960366,5/10/2016,77,21:00:00
1503960366,5/10/2016,50,22:00:00
1503960366,5/10/2016,53,23:00:00
1503960366,5/11/2016,72,0:00:00
1503960366,5/11/2016,54,1:00:00
